,0
533,0
534,1
535,0
536,0
537,0
538,1
539,0
540,0
541,0
542,1
543,0
544,0
545,0
546,1
547,1
548,0
549,0
550,0
551,0
552,1
553,1
554,1
555,0
556,1
557,0
558,0
559,0
560,0
561,0
562,1
563,0
564,1
565,1
566,0
567,0
568,1
569,0
570,0
571,0
572,0
573,1
574,0
575,0
576,0
577,0
578,1
579,1
580,0
581,1
582,1
583,1
584,0
585,0
586,0
587,0
588,1
589,1
590,1
591,0
592,0
593,1
594,0
595,0
596,1
597,0
598,1
599,0
600,0
601,1
602,1
603,1
604,0
605,0
606,0
607,0
608,0
609,0
610,1
611,0
612,0
613,1
614,0
615,0
616,0
617,0
618,0
619,1
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,1
636,0
637,0
638,1
639,0
640,1
641,0
642,0
643,0
644,1
645,1
646,0
647,0
648,1
649,0
650,0
651,0
652,1
653,1
654,1
655,1
656,0
657,1
658,0
659,0
660,1
661,0
662,0
663,0
664,0
665,0
666,0
667,1
668,0
669,1
670,0
671,0
672,1
673,0
674,0
675,0
676,1
677,0
678,0
679,1
680,0
681,1
682,0
683,1
684,0
685,1
686,0
687,0
688,1
689,0
690,0
691,0
692,1
693,1
694,0
695,1
696,0
697,0
698,0
699,0
700,1
701,0
702,1
703,0
704,1
705,0
706,0
707,0
708,0
709,0
710,0
711,1
712,1
713,1
714,1
715,1
716,0
717,1
718,1
719,0
720,0
721,1
722,0
723,0
724,0
725,0
726,1
727,0
728,1
729,0
730,1
731,0
732,0
733,1
734,1
735,0
736,1
737,0
738,0
739,0
740,0
741,1
742,1
743,0
744,0
745,1
746,0
747,1
748,0
749,0
750,0
751,0
752,1
753,1
754,0
755,0
756,0
757,0
758,1
759,1
760,1
761,0
762,0
763,0
764,0
765,0
766,1
767,0
768,0
769,1
770,0
771,0
772,0
773,0
774,1
775,0
776,1
777,0
778,1
779,0
780,0
781,0
782,1
783,1
784,1
785,0
786,0
787,0
788,1
789,0
790,1
791,0
792,0
793,0
794,0
795,1
796,0
797,1
798,0
799,0
800,0
801,1
802,0
803,1
804,1
805,0
806,1
807,0
808,0
809,0
810,0
811,1
812,0
813,1
814,0
815,0
816,1
817,0
818,0
819,0
820,1
821,0
822,1
823,1
824,0
825,1
826,0
827,0
828,1
829,0
830,0
831,0
832,0
833,1
834,0
835,1
836,0
837,0
838,0
839,1
840,0
841,0
842,0
843,1
844,1
845,1
846,0
847,1
848,0
849,0
850,1
851,1
852,0
853,1
854,1
855,1
856,1
857,0
858,1
859,0
860,0
861,0
862,1
863,0
864,0
865,1
866,0
867,0
868,1
869,1
870,1
871,1
872,1
873,0
874,0
875,0
876,1
877,0
878,0
879,0
880,1
881,0
882,0
883,0
884,0
885,1
886,1
887,1
888,0
889,1
890,0
891,0
892,1
893,0
894,0
895,0
896,1
897,0
898,0
899,1
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,1
910,0
911,0
912,1
913,0
914,0
915,0
916,0
917,1
918,0
919,0
920,0
921,1
922,0
923,1
924,0
925,1
926,0
927,1
928,1
929,0
930,0
931,1
932,1
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,1
941,0
942,1
943,1
944,0
945,0
946,0
947,0
948,1
949,1
950,1
951,0
952,0
953,1
954,1
955,1
956,1
957,1
958,0
959,1
960,1
961,0
962,1
963,1
964,1
965,0
966,0
967,0
968,1
969,0
970,0
971,0
972,1
973,0
974,0
975,1
976,1
977,0
978,0
979,0
980,1
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,1
990,0
991,0
992,0
993,1
994,0
995,0
996,0
997,1
998,0
999,0
1000,0
1001,1
1002,0
1003,1
1004,0
1005,1
1006,1
1007,0
1008,1
1009,0
1010,0
1011,0
1012,1
1013,0
1014,0
1015,1
1016,0
1017,0
1018,0
1019,0
1020,0
1021,1
1022,1
1023,1
1024,1
1025,1
1026,0
1027,1
1028,0
1029,0
1030,0
1031,0
1032,1
1033,1
1034,0
1035,0
1036,1
1037,0
1038,0
1039,1
1040,0
1041,0
1042,1
1043,0
1044,1
1045,1
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,1
1056,0
1057,0
1058,0
1059,1
1060,1
1061,1
1062,1
1063,1
1064,0
1065,1
1066,0
1067,0
1068,1
1069,1
1070,1
1071,0
1072,1
1073,1
1074,1
1075,0
1076,1
1077,0
1078,1
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,1
1086,0
1087,1
1088,1
1089,0
1090,1
1091,0
1092,0
1093,0
1094,1
1095,1
1096,0
1097,0
1098,0
1099,0
1100,1
1101,0
1102,0
1103,0
1104,1
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,1
1112,0
1113,1
1114,0
1115,0
1116,0
1117,0
1118,1
1119,1
1120,1
1121,0
1122,0
1123,0
1124,1
1125,0
1126,0
1127,0
1128,0
1129,1
1130,0
1131,0
1132,1
1133,0
1134,1
1135,0
1136,0
1137,0
1138,0
1139,1
1140,0
1141,0
1142,0
1143,1
1144,1
1145,0
1146,1
1147,0
1148,1
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,1
1158,0
1159,1
1160,0
1161,0
1162,0
1163,0
1164,1
1165,0
1166,0
1167,0
1168,1
1169,1
1170,0
1171,0
1172,0
1173,0
1174,0
1175,1
1176,0
1177,1
1178,0
1179,1
1180,0
1181,1
1182,1
1183,0
1184,0
1185,1
1186,1
1187,0
1188,0
1189,0
1190,1
1191,0
1192,0
1193,0
1194,0
1195,1
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,1
1203,0
1204,0
1205,0
1206,1
1207,0
1208,1
1209,0
1210,1
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,1
1218,0
1219,0
1220,1
1221,1
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,1
1230,0
1231,1
1232,0
1233,0
1234,0
1235,0
1236,0
1237,1
1238,1
1239,1
1240,1
1241,0
1242,1
1243,0
1244,1
1245,1
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,1
1257,0
1258,0
1259,0
1260,1
1261,0
1262,0
1263,0
1264,1
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,1
1273,0
1274,1
1275,0
1276,0
1277,1
1278,0
1279,0
1280,0
1281,1
1282,0
1283,1
1284,0
1285,0
1286,0
1287,1
1288,1
1289,0
1290,0
1291,0
1292,1
1293,0
1294,0
1295,0
1296,1
1297,0
1298,0
1299,0
1300,0
1301,1
1302,1
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,1
1311,1
1312,1
1313,1
1314,1
1315,0
1316,0
1317,0
1318,1
1319,0
1320,1
1321,0
1322,1
1323,0
1324,0
1325,0
1326,1
1327,0
1328,0
1329,0
1330,0
1331,0
1332,1
1333,0
1334,0
1335,0
1336,1
1337,1
1338,0
1339,1
1340,0
1341,1
1342,0
1343,0
1344,1
1345,1
1346,1
1347,1
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,1
1356,1
1357,1
1358,0
1359,1
1360,0
1361,1
1362,1
1363,1
1364,1
1365,1
1366,0
1367,0
1368,0
1369,0
1370,1
1371,0
1372,1
1373,0
1374,1
1375,0
1376,0
1377,0
1378,0
1379,1
1380,0
1381,1
1382,1
1383,0
1384,0
1385,1
1386,0
1387,1
1388,1
1389,1
1390,0
1391,0
1392,0
1393,1
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,1
1401,0
1402,0
1403,1
1404,1
1405,0
1406,0
1407,0
1408,1
1409,0
1410,0
1411,0
1412,1
1413,0
1414,0
1415,1
1416,0
1417,1
1418,0
1419,0
1420,0
1421,1
1422,1
1423,0
1424,0
1425,0
1426,0
1427,1
1428,0
1429,1
1430,0
1431,0
1432,0
1433,1
1434,1
1435,0
1436,0
1437,1
1438,1
1439,0
1440,1
1441,1
1442,0
1443,0
1444,1
1445,1
1446,0
1447,1
1448,0
1449,1
1450,0
1451,0
1452,0
1453,1
1454,0
1455,0
1456,0
1457,1
1458,1
1459,0
1460,0
1461,1
1462,1
1463,0
1464,1
1465,0
1466,1
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,1
1475,0
1476,0
1477,1
1478,1
1479,0
1480,1
1481,0
1482,1
1483,0
1484,1
1485,0
1486,0
1487,0
1488,0
1489,0
1490,1
1491,1
1492,1
1493,1
1494,0
1495,0
1496,0
1497,1
1498,0
1499,0
1500,0
1501,1
1502,0
1503,1
1504,0
1505,0
1506,0
1507,0
1508,1
1509,1
1510,0
1511,0
1512,1
1513,0
1514,0
1515,0
1516,1
1517,0
1518,0
1519,1
1520,1
1521,0
1522,0
1523,0
1524,0
1525,0
1526,1
1527,0
1528,0
1529,1
1530,1
1531,0
1532,1
1533,0
1534,0
1535,1
1536,0
1537,0
1538,1
1539,1
1540,0
1541,1
1542,1
1543,0
1544,1
1545,0
1546,1
1547,1
1548,0
1549,0
1550,1
1551,1
1552,0
1553,0
1554,1
1555,0
1556,1
1557,1
1558,0
1559,1
1560,1
1561,1
1562,1
1563,0
1564,1
1565,1
1566,0
1567,0
1568,0
1569,0
1570,1
1571,0
1572,1
1573,1
1574,1
1575,0
1576,1
1577,0
1578,0
1579,0
1580,0
1581,1
1582,1
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,1
1592,0
1593,1
1594,0
1595,0
1596,1
1597,0
1598,1
1599,1
1600,1
1601,0
1602,1
1603,0
1604,1
1605,0
1606,0
1607,1
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,1
1622,0
1623,0
1624,1
1625,0
1626,1
1627,0
1628,0
1629,0
1630,0
1631,1
1632,0
1633,1
1634,1
1635,1
1636,0
1637,0
1638,0
1639,0
1640,0
1641,1
1642,1
1643,0
1644,1
1645,0
1646,0
1647,0
1648,0
1649,1
1650,0
1651,0
1652,1
1653,0
1654,1
1655,0
1656,1
1657,0
1658,1
1659,1
1660,1
1661,0
1662,0
1663,1
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,1
1676,1
1677,0
1678,0
1679,0
1680,0
1681,1
1682,0
1683,0
1684,0
1685,1
1686,0
1687,1
1688,0
1689,1
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,1
1698,0
1699,1
1700,0
1701,0
1702,1
1703,0
1704,0
1705,1
1706,1
1707,1
1708,0
1709,0
1710,0
1711,0
1712,0
1713,1
1714,0
1715,1
1716,0
1717,1
1718,1
1719,1
1720,0
1721,1
1722,0
1723,1
1724,0
1725,0
1726,0
1727,0
1728,1
1729,1
1730,1
1731,1
1732,0
1733,0
1734,0
1735,0
1736,0
1737,1
1738,0
1739,1
1740,1
1741,1
1742,0
1743,1
1744,0
1745,1
1746,1
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,1
1755,0
1756,0
1757,1
1758,0
1759,1
1760,1
1761,0
1762,1
1763,1
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,1
1776,1
1777,1
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,1
1785,0
1786,0
1787,1
1788,0
1789,0
1790,0
1791,0
1792,1
1793,0
1794,0
1795,0
1796,1
1797,0
1798,1
1799,0
1800,0
1801,1
1802,0
1803,0
1804,0
1805,0
1806,1
1807,0
1808,0
1809,0
1810,1
1811,1
1812,0
1813,1
1814,1
1815,1
1816,0
1817,0
1818,0
1819,1
1820,0
1821,0
1822,0
1823,1
1824,0
1825,0
1826,0
1827,1
1828,0
1829,0
1830,0
1831,0
1832,0
1833,1
1834,1
1835,1
1836,0
1837,1
1838,0
1839,0
1840,1
1841,1
1842,0
1843,0
1844,1
1845,0
1846,1
1847,0
1848,0
1849,1
1850,0
1851,0
1852,1
1853,0
1854,0
1855,0
1856,1
1857,0
1858,0
1859,0
1860,0
1861,1
1862,0
1863,0
1864,0
1865,0
1866,1
1867,0
1868,0
1869,0
1870,1
1871,0
1872,0
1873,1
1874,1
1875,0
1876,0
1877,1
1878,1
1879,1
1880,0
1881,0
1882,0
1883,1
1884,1
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,1
1894,1
1895,1
1896,0
1897,0
1898,1
1899,0
1900,1
1901,1
1902,0
1903,1
1904,0
1905,1
1906,0
1907,0
1908,0
1909,1
1910,0
1911,1
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,1
1919,0
1920,0
1921,1
1922,0
1923,0
1924,1
1925,1
1926,1
1927,1
1928,0
1929,1
1930,0
1931,1
1932,1
1933,1
1934,0
1935,1
1936,1
1937,0
1938,0
1939,1
1940,0
1941,1
1942,1
1943,0
1944,1
1945,1
1946,0
1947,0
1948,1
1949,0
1950,0
1951,0
1952,0
1953,1
1954,0
1955,0
1956,0
1957,0
1958,1
1959,1
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,1
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,1
1974,1
1975,0
1976,0
1977,0
1978,0
1979,0
1980,1
1981,0
1982,0
1983,0
1984,1
1985,1
1986,0
1987,1
1988,1
1989,1
1990,0
1991,1
1992,0
1993,0
1994,0
1995,0
1996,1
1997,0
1998,1
1999,1
2000,0
2001,0
2002,1
2003,1
2004,0
2005,1
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,1
2013,0
2014,0
2015,1
2016,1
2017,1
2018,0
2019,1
2020,0
2021,1
2022,1
2023,0
2024,0
2025,0
2026,1
2027,1
2028,1
2029,1
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,1
2040,1
2041,1
2042,0
2043,1
2044,0
2045,0
2046,1
2047,1
2048,0
2049,0
2050,0
2051,0
2052,1
2053,0
2054,0
2055,0
2056,1
2057,1
2058,1
2059,0
2060,0
2061,1
2062,0
2063,0
2064,0
2065,0
2066,1
2067,0
2068,0
2069,1
2070,0
2071,1
2072,1
2073,1
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,1
2082,1
2083,0
2084,0
2085,1
2086,0
2087,0
2088,1
2089,1
2090,1
2091,0
2092,0
2093,0
2094,1
2095,0
2096,0
2097,1
2098,0
2099,0
2100,0
2101,0
2102,1
2103,0
2104,0
2105,1
2106,1
2107,1
2108,0
2109,1
2110,1
2111,1
2112,1
2113,0
2114,0
2115,0
2116,1
2117,0
2118,0
2119,0
2120,1
2121,0
2122,0
2123,0
2124,0
2125,1
2126,0
2127,0
2128,0
2129,1
2130,1
2131,0
2132,0
2133,0
2134,1
2135,0
2136,0
2137,0
2138,1
2139,1
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,1
2147,0
2148,0
2149,1
2150,0
2151,0
2152,0
2153,0
2154,0
2155,1
2156,0
2157,1
2158,1
2159,0
2160,0
2161,1
2162,1
2163,1
2164,1
2165,1
2166,1
2167,0
2168,0
2169,0
2170,1
2171,0
2172,0
2173,1
2174,0
2175,0
2176,0
2177,0
2178,0
2179,1
2180,0
2181,1
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,1
2189,0
2190,0
2191,1
2192,0
2193,1
2194,1
2195,1
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,1
2204,0
2205,0
2206,1
2207,0
2208,1
2209,1
2210,0
2211,0
2212,0
2213,0
2214,1
2215,0
2216,0
2217,1
2218,0
2219,0
2220,1
2221,1
2222,0
2223,0
2224,0
2225,0
2226,0
2227,1
2228,1
2229,1
2230,0
2231,0
2232,1
2233,1
2234,1
2235,0
2236,0
2237,1
2238,1
2239,0
2240,0
2241,0
2242,0
2243,1
2244,0
2245,0
2246,1
2247,1
2248,0
2249,0
2250,1
2251,1
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,1
2260,0
2261,0
2262,0
2263,1
2264,0
2265,0
2266,0
2267,0
2268,0
2269,0
2270,1
2271,1
2272,0
2273,0
2274,0
2275,0
2276,1
2277,1
2278,0
2279,1
2280,0
2281,0
2282,0
2283,0
2284,0
2285,1
2286,0
2287,1
2288,0
2289,1
2290,0
2291,0
2292,1
2293,1
2294,1
2295,1
2296,0
2297,0
2298,0
2299,0
2300,1
2301,0
2302,1
2303,1
2304,1
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,1
2321,0
2322,0
2323,0
2324,1
2325,0
2326,0
2327,1
2328,0
2329,0
2330,1
2331,0
2332,1
2333,0
2334,1
2335,0
2336,0
2337,0
2338,0
2339,0
2340,1
2341,1
2342,0
2343,1
2344,0
2345,0
2346,1
2347,0
2348,1
2349,0
2350,1
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,1
2358,0
2359,0
2360,0
2361,1
2362,0
2363,0
2364,0
2365,1
2366,1
2367,1
2368,0
2369,0
2370,0
2371,1
2372,1
2373,1
2374,1
2375,1
2376,0
2377,0
2378,1
2379,1
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,1
2390,0
2391,0
2392,0
2393,1
2394,1
2395,1
2396,1
2397,0
2398,0
2399,1
2400,0
2401,1
2402,0
2403,1
2404,0
2405,1
2406,1
2407,0
2408,1
2409,1
2410,1
2411,0
2412,0
2413,0
2414,0
2415,1
2416,0
2417,1
2418,0
2419,1
2420,1
2421,1
2422,1
2423,0
2424,0
2425,0
2426,0
2427,1
2428,0
2429,0
2430,0
2431,0
2432,1
2433,1
2434,1
2435,0
2436,0
2437,1
2438,1
2439,0
2440,1
2441,1
2442,0
2443,0
2444,0
2445,0
2446,1
2447,1
2448,1
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,1
2457,1
2458,1
2459,0
2460,0
2461,1
2462,0
2463,0
2464,0
2465,0
2466,0
2467,1
2468,1
2469,1
2470,1
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,1
2479,0
2480,0
2481,1
2482,0
2483,1
2484,0
2485,0
2486,1
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,1
2494,0
2495,0
2496,0
2497,1
2498,1
2499,0
2500,0
2501,1
2502,1
2503,0
2504,1
2505,0
2506,0
2507,0
2508,0
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,1
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,1
2524,0
2525,1
2526,1
2527,0
2528,1
2529,1
2530,1
2531,0
2532,1
2533,0
2534,0
2535,0
2536,0
2537,0
2538,1
2539,0
2540,0
2541,1
2542,1
2543,0
2544,1
2545,1
2546,1
2547,1
2548,0
2549,1
2550,1
2551,0
2552,0
2553,0
2554,1
2555,0
2556,1
2557,0
2558,0
2559,0
2560,0
2561,1
2562,0
2563,0
2564,0
2565,0
2566,1
2567,0
2568,0
2569,0
2570,0
2571,1
2572,0
2573,0
2574,1
2575,1
2576,1
2577,0
2578,1
2579,1
2580,1
2581,0
2582,0
2583,1
2584,1
2585,1
2586,0
2587,1
2588,1
2589,0
2590,1
2591,0
2592,0
2593,0
2594,0
2595,1
2596,0
2597,1
2598,0
2599,1
2600,0
2601,0
2602,0
2603,0
2604,1
2605,1
2606,0
2607,1
2608,0
2609,0
2610,0
2611,1
2612,1
2613,1
2614,0
2615,0
2616,0
2617,0
2618,1
2619,1
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,1
2628,1
2629,1
2630,0
2631,0
2632,0
2633,1
2634,1
2635,1
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,1
2643,0
2644,0
2645,1
2646,0
2647,0
2648,0
2649,0
2650,0
2651,1
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,1
2662,1
2663,0
2664,0
2665,1
2666,0
2667,1
2668,0
2669,0
2670,0
2671,1
2672,1
2673,1
2674,1
2675,0
2676,0
2677,0
2678,1
2679,1
2680,1
2681,1
2682,1
2683,0
2684,0
2685,1
2686,0
2687,1
2688,0
2689,1
2690,1
2691,0
2692,0
2693,0
2694,0
2695,0
2696,1
2697,0
2698,1
2699,0
2700,1
2701,0
2702,0
2703,0
2704,1
2705,0
2706,0
2707,0
2708,0
2709,0
2710,1
2711,0
2712,0
2713,0
2714,0
2715,1
2716,0
2717,1
2718,1
2719,0
2720,0
2721,0
2722,1
2723,1
2724,0
2725,0
2726,1
2727,1
2728,1
2729,0
2730,0
2731,1
2732,0
2733,0
2734,0
2735,1
2736,0
2737,1
2738,1
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,1
2746,0
2747,0
2748,0
2749,0
2750,0
2751,1
2752,0
2753,0
2754,1
2755,0
2756,0
2757,1
2758,0
2759,0
2760,0
2761,0
2762,0
2763,1
2764,0
2765,1
2766,0
2767,0
2768,0
2769,0
2770,1
2771,0
2772,1
2773,0
2774,0
2775,0
2776,1
2777,0
2778,0
2779,0
2780,0
2781,1
2782,0
2783,1
2784,1
2785,1
2786,0
2787,0
2788,0
2789,1
2790,0
2791,0
2792,0
2793,1
2794,0
2795,1
2796,1
2797,0
2798,0
2799,0
2800,0
2801,0
2802,1
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,1
2810,0
2811,0
2812,1
2813,1
2814,0
2815,0
2816,1
2817,1
2818,0
2819,0
2820,0
2821,0
2822,1
2823,1
2824,0
2825,1
2826,0
2827,0
2828,0
2829,1
2830,0
2831,1
2832,0
2833,0
2834,1
2835,1
2836,0
2837,0
2838,0
2839,0
2840,1
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,1
2856,0
2857,1
2858,1
2859,0
2860,0
2861,0
2862,0
2863,1
2864,1
2865,0
2866,0
2867,0
2868,1
2869,1
2870,0
2871,1
2872,0
2873,0
2874,0
2875,0
2876,1
2877,0
2878,0
2879,0
2880,0
2881,0
2882,1
2883,0
2884,0
2885,0
2886,0
2887,0
2888,1
2889,1
2890,1
2891,0
2892,1
2893,0
2894,0
2895,1
2896,0
2897,1
2898,0
2899,0
2900,1
2901,1
2902,0
2903,1
2904,0
2905,1
2906,0
2907,0
2908,0
2909,0
2910,1
2911,1
2912,0
2913,0
2914,0
2915,0
2916,1
2917,0
2918,0
2919,0
2920,0
2921,1
2922,0
2923,0
2924,1
2925,0
2926,0
2927,0
2928,1
2929,1
2930,0
2931,0
2932,0
2933,0
2934,0
2935,1
2936,0
2937,1
2938,0
2939,1
2940,0
2941,0
2942,1
2943,1
2944,0
2945,0
2946,0
2947,1
2948,0
2949,0
2950,0
2951,1
2952,0
2953,0
2954,0
2955,1
2956,0
2957,0
2958,0
2959,1
2960,0
2961,1
2962,1
2963,0
2964,0
2965,1
2966,0
2967,0
2968,1
2969,1
2970,0
2971,1
2972,1
2973,0
2974,1
2975,0
2976,0
2977,0
2978,1
2979,0
2980,0
2981,1
2982,0
2983,0
2984,1
2985,1
2986,1
2987,1
2988,0
2989,1
2990,0
2991,0
2992,0
2993,0
2994,1
2995,1
2996,1
2997,0
